"ACTOR1","ACTOR2","COUNTRY","EVENT_DATE","EVENT_ID_CNTY","EVENT_TYPE","ISO","LOCATION","NOTES","SUB_EVENT_TYPE","YEAR","annotation_id","annotator","created_at","id","lead_time","max_partviolence","max_secengagement","mmad_issue","mmad_max_scope","mmad_mean_avg_numparticipants","mmad_side","mmd_participants","mmd_participants_category","mmd_protesterdemand_1","mmd_protesterdemand_2","mmd_protesteridentity","mmd_protesterviolence","mmd_protestnumber","mmd_stateresponse_1","mmd_stateresponse_2","navco_camp_goals","navco_damage","navco_fatal_casu","navco_injuries","navco_num_partic_event","navco_nv_categ","navco_nv_commission","navco_nv_concentration","navco_nv_tactic_ns","navco_st_posture","navco_tactic_choice","navco_v_tactic_ns","scad_cgovtarget","scad_escalation","scad_etype","scad_gender_tags","scad_issues_1","scad_issues_2","scad_ndeath","scad_npart","scad_repress","scad_rgovtarget","updated_at"
"Protesters (United States)","","United States","2020-08-09","USA4365","Protests",840,"Berne","On 9 August 2020, about 140 people staged a protest in Berne (New York) in support of Black Lives Matter movement and against police brutality in the wake of the death of George Floyd.","Peaceful protest",2020,302,"1","2025-07-31T15:27:13.082357Z",1244,82.247,"NA","NA","against:police brutality","national","about 140","anti-gov","about 140","","police_brutality","","Black lives matter","no","","ignore","","policy_change","","","","about 140","protest","commission","concentration","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","ethnic_discrimination","","","101_to_1000","none","no","2025-07-31T15:27:13.082382Z"
"Protesters (United States)","Protesters (United States)","United States","2020-08-01","USA3737","Protests",840,"Hartford","On 1 August 2020, about 50 people staged a protest in front of State Capitol in Hartford (Connecticut) in support of Back the Blue movement and law enforcement, as well as against the police accountability bill signed by the Connecticut governor. About ten people staged a counter-protest at the same location in support of the Black Lives Matter movement in the wake of the death of George Floyd.","Peaceful protest",2020,303,"1","2025-07-31T15:29:40.698185Z",1245,145.484,"NA","NA","for:law enforcement support","national","about 50","anti-gov","about 50","50-99","political_behavior_process","","Back the Blue movement","no","[{""number"":50}]","ignore","","policy_change","","","","about 50","protest","commission","concentration","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","other","","","101_to_1000","none","no","2025-07-31T15:29:40.698210Z"
"Protesters (Pakistan)","","Pakistan","2020-07-29","PAK59631","Protests",586,"Karachi","On 29 July 2020, journalists, media workers and trade unions protested in Karachi city (Karachi City, Sindh), against the arrest of Jang/Geo Group Editor-in-Chief and demanded his release. He was arrested in connection with an accountability case, however his arrest is believed to be an attack on media freedom.","Peaceful protest",2020,304,"1","2025-07-31T15:31:19.040510Z",1246,96.026,"NA","NA","against:illegal arrest","national","","anti-gov","","","police_brutality","","Journalists and media workers","no","","ignore","","policy_change","","","","","protest","commission","concentration","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","human_rights_democracy","","","unknown","none","no","2025-07-31T15:31:19.040560Z"
"Protesters (Pakistan)","","Pakistan","2020-07-17","PAK59172","Protests",586,"Rawalpindi","On 17 July 2020, journalists, media workers and political activists (PML-N) protested in Rawalpindi city (Rawalpindi, Punjab), against the arrest of Jang/Geo Group Editor-in-Chief and demanded his release. He was arrested in connection with an accountability case, however his arrest is believed to be an attack on media freedom.","Peaceful protest",2020,305,"1","2025-07-31T15:33:36.200479Z",1247,83.268,"NA","NA","against:illegal arrest","national","","anti-gov","","","police_brutality","","Journalists and media workers","no","","ignore","","policy_change","","","","","protest","commission","dispersion","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","human_rights_democracy","","","unknown","none","no","2025-07-31T15:33:36.200524Z"
"Protesters (Pakistan)","","Pakistan","2020-07-17","PAK59171","Protests",586,"Peshawar","On 17 July 2020, journalists and media workers protested in Peshawar city (Peshawar, KPK), against the arrest of Jang/Geo Group Editor-in-Chief and demanded his release. He was arrested in connection with an accountability case, however his arrest is believed to be an attack on media freedom.","Peaceful protest",2020,306,"1","2025-07-31T15:34:59.506190Z",1248,80.362,"NA","NA","against:illegal arrest","national","","anti-gov","","","police_brutality","","Journalists and media workers","no","","ignore","","policy_change","","","","","protest","commission","dispersion","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","human_rights_democracy","","","unknown","none","no","2025-07-31T15:34:59.506214Z"
"Protesters (United States)","","United States","2020-07-12","USA2438","Protests",840,"Moscow","On 12 July 2020, more than 100 people staged a protest in Moscow (Idaho), in support of the Black Lives Matter movement and against police brutality and the death of George Floyd.","Peaceful protest",2020,307,"1","2025-07-31T15:36:28.876440Z",1249,87.648,"NA","NA","against:police brutality","national","more than 100","anti-gov","more than 100","100-999","police_brutality","","Black lives matter","no","[{""number"":100}]","ignore","","policy_change","","","","more than 100","protest","commission","dispersion","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","ethnic_discrimination","","","101_to_1000","none","no","2025-07-31T15:36:28.876479Z"
"Protesters (Pakistan)","","Pakistan","2020-07-05","PAK58816","Protests",586,"Bahawalpur","On 5 July 2020, journalists and media workers protested in Bahawalpur city (Bahawalpur, Punjab), against the arrest of Jang/Geo Group Editor-in-Chief and demanded his release. He was arrested in connection with an accountability case, however his arrest is believed to be an attack on media freedom.","Peaceful protest",2020,308,"1","2025-07-31T15:38:29.089081Z",1250,115.041,"NA","NA","against:illegal arrest","national","","anti-gov","","","police_brutality","","Journalists and media workers","no","","ignore","","policy_change","","","","","protest","commission","concentration","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","human_rights_democracy","","","unknown","none","no","2025-07-31T15:38:29.089110Z"
"Protesters (Japan)","","Japan","2021-11-19","JPN6804","Protests",392,"Tokyo - Chiyoda","On 19 November 2021, people protested in front of the Prime Minister's Office in Tokyo - Chiyoda, against the use of nuclear power plants. The protest was organized by Citizens' Network for Evacuation from Radiation.","Peaceful protest",2021,309,"1","2025-07-31T15:40:29.008594Z",1251,115.352,"NA","NA","against:nuclear plants","national","","anti-gov","","","political_behavior_process","","Citizens' Network for Evacuation from Radiation","no","","ignore","","policy_change","","","","","protest","commission","concentration","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","environmental_degradation","","","unknown","none","no","2025-07-31T15:40:29.008623Z"
"Protesters (Japan)","","Japan","2021-11-11","JPN6775","Protests",392,"Matsumoto","On 11 November 2021, protesters held a 'flower demonstration' (in support of the MeToo movement) in Matsumoto, Nagano, to oppose sexual violence against women in Japan. Flower demonstrations have been held nationwide on the 11th of every month since March 2019 following a series of high-profile acquittals over sexual violence.","Peaceful protest",2021,310,"1","2025-07-31T15:42:43.881247Z",1252,132.89,"NA","NA","against:sexual violence","national","","non-gov target","","","political_behavior_process","","MeToo movement","no","","ignore","","policy_change","","","","","protest","commission","dispersion","demonstration","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","female_event","human_rights_democracy","","","unknown","none","no","2025-07-31T15:42:43.881291Z"
"Protesters (Japan)","","Japan","2021-10-11","JPN6687","Protests",392,"Kanazawa","On 11 October 2021, 6 protesters held a 'flower demonstration' (in support of the MeToo movement) in Kanazawa, Ishikawa, to oppose sexual violence against women in Japan. Flower demonstrations have been held nationwide on the 11th of every month since March 2019 following a series of high-profile acquittals over sexual violence.","Peaceful protest",2021,311,"1","2025-07-31T15:44:02.969770Z",1253,76.365,"NA","NA","against:sexual violence","NA (only non-gov)","","non-gov target","","","political_behavior_process","","MeToo movement","no","","ignore","","policy_change","","","","","protest","commission","dispersion","demonstration","neutral","nonviolent","","no","no_escalation","org_demo (clear leadership/organization)","female_event","human_rights_democracy","","","unknown","none","no","2025-07-31T15:44:02.969797Z"
"Protesters (India)","","India","2021-09-27","IND100722","Protests",356,"Lucknow","On 27 September 2021, farmers of BKU and SKM staged protests across Uttar Pradesh state and blocked up to 200 roads and highways, coded as Lucknow (Lucknow district, UP), as 'Bharat Bandh' against the farm laws.","Peaceful protest",2021,312,"1","2025-07-31T15:45:49.193837Z",1254,100.834,"NA","NA","against:farm laws","national","","anti-gov","","","land_farm_issue","","farmers of BKU and SKM","no","","ignore","","policy_change","","","","","protest","commission","dispersion","{""text"":[""protest"",""roadblock""]}","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","economic_resources","","","unknown","none","no","2025-07-31T15:45:49.193864Z"
"Protesters (India)","","India","2021-09-27","IND100711","Protests",356,"Bijnor","On 27 September 2021, farmers of BKU and SKM, staged a protest in 40 locations in Bijnor district (Bijnor district, UP), as 'Bharat Bandh' against the farm laws.","Peaceful protest",2021,313,"1","2025-07-31T15:48:42.893419Z",1255,155.077,"NA","NA","against:farm laws","national","","anti-gov","","","land_farm_issue","","farmers of BKU and SKM","no","","ignore","","policy_change","","","","","protest","commission","dispersion","{""text"":[""protest"",""roadblock""]}","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","economic_resources","","","unknown","none","no","2025-07-31T15:48:42.893446Z"
"Protesters (India)","","India","2021-05-26","IND94661","Protests",356,"Yamunanagar","On 26 May 2021, farmers led by SKM members staged protests, in Yamunanagar district (Jagadhri, Yamunanagar district, Haryana), against the farm laws.","Peaceful protest",2021,314,"1","2025-07-31T15:50:33.107919Z",1256,108.085,"NA","NA","against:farm laws","national","","anti-gov","","","land_farm_issue","","SKM members and farmers","no","","ignore","","policy_change","","","","","protest","commission","dispersion","protest","neutral","nonviolent","","yes","no_escalation","org_demo (clear leadership/organization)","","economic_resources","","","unknown","none","no","2025-07-31T15:50:33.107948Z"
